1748359759568086139	6.512397608123583e-21	7.320815129717666e-47	2.2482748279521854e-26	1.6280994020308957e-19	5.620687069880464e-25
1748359759657799865	6.5123905803040864e-21	7.320799329247642e-47	2.2482749309007432e-26	7.235989533671207e-20	2.498083256556382e-25
1748359761653909563	2.9764802886568846e-13	-7.594133664288709e-25	-5.102761042554304e-12	2.9764802235329087e-12	-5.102761042554327e-11
1748359761742470004	-6.389260053246734e-12	4.03176874405928e-23	-7.056550041222934e-12	-6.389260059759126e-11	-7.056550041222958e-11
1748359761840072759	-1.2917038732074321e-11	8.640604137172191e-23	-7.0632294256429125e-12	-1.3214686760940012e-10	-1.9604683830886082e-11
1748359761880911327	-1.0838127773750838e-11	7.17275699191576e-23	-7.0587200584884164e-12	-4.448867720504105e-11	-2.1700172654824983e-14
1748359761960947633	-1.94041254413105e-11	1.3221529727580932e-22	-7.064182683229432e-12	-6.487086709236184e-11	-9.532575865196855e-15
1748359762058714231	-1.5196956137917737e-11	1.0250928570730789e-22	-7.0577197791517486e-12	-4.3588283641669035e-11	1.0002793366678511e-14
1748359762162108551	-2.561579133416609e-11	1.7608004775291033e-22	-7.065036105842104e-12	-6.211665892855592e-11	-8.53422612672108e-15
1748359762243080635	-1.943444223348261e-11	1.324344284980618e-22	-7.056836775281296e-12	-4.237486095564874e-11	8.830038704521813e-15
1748359762284784728	-3.1476847724101513e-11	2.1746955894340163e-22	-7.065850142910256e-12	-5.861056389935419e-11	-8.140370681524936e-15
1748359762325891350	1.1999118995947883e-13	-5.474423091163272e-24	-7.059924773644775e-12	1.9554433423442093e-10	-3.087998363479656e-14
1748359762377037897	1.4499963931712182e-13	-5.65098955257531e-24	-7.0607504618634426e-12	3.1621847363418636e-10	5.099681046812511e-14
1748359762422992494	1.449632931594824e-13	-5.650732921381236e-24	-7.060751936720245e-12	2.497210320000358e-13	-8.271630754699854e-15
1748359762483668965	1.4492543061820108e-13	-5.650465583368811e-24	-7.060751952672885e-12	-7.420869892073367e-16	-1.490809441424044e-17
1748359762526057294	1.4488751294034804e-13	-5.650197856051255e-24	-7.060751914719556e-12	-7.578021913436457e-16	2.2000690156300463e-19
1748359762569370846	1.4484968275260362e-13	-5.649930746481294e-24	-7.0607519042101664e-12	-7.57478655974573e-16	4.846271969572035e-19
1748359762618909162	1.4481200756944376e-13	-5.6496647313601124e-24	-7.060751877500941e-12	-7.550537090427871e-16	3.721861660348653e-19
1748359762671611550	1.4477439046605733e-13	-5.649399126327237e-24	-7.060751838348949e-12	-7.529228654628972e-16	6.58612182212982e-19
1748359762717541813	1.44736613331231e-13	-5.649132391354948e-24	-7.060751753678955e-12	-7.539423821276369e-16	1.2382198476558543e-18
1748359762774149074	1.446987646594926e-13	-5.648865151280477e-24	-7.060751694347283e-12	-7.562580656474581e-16	1.4400166465889735e-18
